personId:ID,name,aliases:string[],roles:string[],offices:string[],evidence:string[],:LABEL
P000094,柳冕,,礼官|臣,博士|吏部郎中,博士柳冕奏曰。開元定禮。垂之不刊。|吏部郎中柳冕曰。準開元禮。獻官前七日於內受誓誡。|其月，吏部郎中柳冕署狀,Person
P000095,宇文昭儀,高祖宇文昭儀,昭儀|韓國太妃,,高祖宇文昭儀生韓王元嘉，後爲韓國太妃,Person
P000096,元嘉,韓王|韓王元嘉|韩王元嘉,唐朝宗室|宗室|被杀者|親王|韓王,太尉|澤州刺史|絳州刺史|韓王,韓王元嘉，少好學，聚書至萬卷|韓王元嘉、魯王靈夔、元嘉子黃國公譔...坐與貞通謀，元嘉、靈夔自殺|元嘉等地尊望重|絳州刺史韓王元嘉|殺韓王元嘉,Person
P000097,太宗燕妃,燕妃,妃|越國太妃,,太宗燕妃生越王貞，後爲越國太妃,Person
P000098,貞,故越王|越王|越王貞|越王贞,举兵者|唐朝宗室|宗室|親王|越王,太子太傅|相州刺史|蔡州刺史|豫州刺史|越王,太宗燕妃生越王貞，後爲越國太妃|貞死之|削越王貞及琅邪郡王沖屬籍|沖父豫州刺史、越王貞又舉兵於豫州|斬貞及沖等,Person
P000099,濯,,祖父,衞尉少卿,妃祖濯尚中宗女定安公主，官至衞尉少卿,Person
P000100,定安公主,,公主,,妃祖濯尚中宗女定安公主,Person
P000101,李抱眞,,,澤潞節度使,貞元中，澤潞節度使李抱眞貢至闕下,Person
P000102,郭環,,,殿中上奉御,勅殿中上奉御郭環曾祖故陳州刺史崇,Person
P000103,郭崇,,曾祖,陳州刺史（故）,曾祖故陳州刺史崇,Person
P000104,唐氏,,曾祖母,,曾祖母唐氏，可贈晉昌郡夫人,Person
P000105,李氏,,祖母,,祖母李氏，可贈隴西郡夫人,Person
P000106,義,,父,右威衞將軍,父右威衞將軍義，可贈禮部尚書,Person
P000107,楊氏,乳母楊氏|元獻皇后|周忠孝太后|壽王妃楊氏|太真|夫人|妣|楊貴妃|王妃(魏王妃)|衛國夫人|裴氏|魯國夫人,乳母|女性|妃|宜芳公主本姓|皇后|皇室成员|肃宗生母|貴妃|道士,衛國夫人,追謚妣楊氏曰周忠孝太后|妣裴氏為魯國夫人|追號孝敬皇帝妃裴氏曰哀皇后|丁酉，次馬嵬，左龍武大將軍陳玄禮殺楊國忠……賜貴妃楊氏死。|九月甲申，衛國夫人楊氏薨，贈魯國夫人，謚曰忠烈。,Person
P000108,于氏,,乳母,,中宗封乳母于氏爲平恩郡夫人,Person
P000109,高氏,,尚食,,尚食高氏爲蓨國夫人,Person
P000110,李百藥,,官员,中書舍人,中書舍人李百藥上封事曰,Person
P000111,戴冑,,官员,尚書左丞,命尚書左丞戴冑、給事中杜正倫等,Person
P000112,杜正倫,,官员,給事中,命尚書左丞戴冑、給事中杜正倫等,Person
P000113,劉好奴,,宫人,,出宮人劉好奴等五百餘人,Person
P000114,太平公主,鎮國太平公主|镇国太平公主,公主|宗室|政变参与者|皇室成员|誅易之兄弟功臣|謀逆者|谋反主谋,,命太子、相王、太平公主與武攸暨等為誓文|太平公主子薛崇簡|神龍初，相王、太平公主同至五千戶...|太子、相王、太平公主上表|太后欲以太平公主妻其伯父士讓之孫攸暨,Person
P000115,穆裕,,苑西守监,,苑西守監穆裕，農囿不脩,Person
P000116,承乾,太子承乾,太子,,太子承乾諫曰︰「人者有生最靈……」,Person
P000117,魏徵,侍中魏徵|魏征,唐朝大臣|秘書監|諫臣|谏臣,侍中|特進|祕書監|秘書監,秘書監魏徵曰|秘書監魏徵諫曰|尚書右丞魏徵為祕書監，參預朝政|因令妻徵女焉|卽有魏征朝夕納諫,Person
P000118,刘洎,劉洎,,,十九年，高士廉、劉洎等表稱|自征云亡，劉洎繼之,Person
P000119,高士廉,,,,十九年，高士廉、劉洎等表稱皇太子與百官書疏,Person
P000120,褚遂良,,大臣|臣|諫官,同州刺史|吏部尚書|太子宾客|尚書右僕射|朝散大夫行起居郎|门下侍郎,朝散大夫行起居郎褚遂良進曰|褚遂良、韓瑗等子孫親屬|門下侍郎兼太子賓客褚遂良上疏諫曰|十一月己未，貶褚遂良為同州刺史。|己巳，褚遂良為吏部尚書,Person
P000121,崔神庆,崔神慶,官员|张易之党羽|臣,司刑卿|司礼卿|太子詹事|宫尹,收韋承慶、房融及司禮卿崔神慶繫獄，皆易之之黨也|宮尹崔神慶上疏|太后命韋承慶及司刑卿崔神慶、御史中丞宋璟鞫之。神慶，神基之弟也。|司禮卿崔神慶流欽州|長安三年，太子詹事崔神慶上表曰,Person
P000122,张皇后,张氏|張皇后,庶人|皇后,,張皇后有子數歲，陰有奪宗之議|肅宗張皇后惡李輔國，欲圖之，召問太子，太子不許，乃與越王係謀之。|六月辛亥，追廢皇后張氏、越王係、兗王僩皆為庶人。,Person
P000123,李揆,,宰臣,,宰臣李揆因對見，肅宗從容謂曰,Person
P000124,歸崇敬,归崇敬,议礼官员,国子司业,員外薛頎歸崇敬等議。以神堯皇帝為受命之主。非始封之君。|建中元年二月，國子司業歸崇敬上言,Person
P000125,裴延齡,裴延龄,,判度支,及裴延齡、韋渠牟用事|裴延齡、韋渠牟以姦佞相次選用。延齡尤狡險，判度支,Person
P000126,韋渠牟,韦渠牟,,,及裴延齡、韋渠牟用事|裴延齡、韋渠牟以姦佞相次選用,Person
P000127,陆贽,陸贄,,,陸贄、李充以讒毀受譴,Person
P000128,陽城,阳城,,,陽城等伏闕懇諫，幾至得罪,Person
P000129,广陵王,廣陵王,皇子,,貞元二十一年四月，册廣陵王爲皇太子,Person
P000130,王伾,,,,內外咸言王伾、王叔文專行斷決,Person
P000131,王叔文,,,,內外咸言王伾、王叔文專行斷決,Person
P000132,韦绶,韋綬,,侍读|谏议大夫,皇太子侍讀、諫議大夫韋綬奏,Person
P000133,裴茝,,,国子司业,命國子司業裴茝議廢朝禮,Person
P000134,惠昭太子,,皇太子,,其年十二月，惠昭太子薨,Person
P000135,澧王,李惲,皇子,,憲宗以澧王居長，又多內助|左神策軍中尉吐突承璀欲立澧王惲，而惲母賤不當立,Person
P000136,崔羣,崔群,翰林学士,,羣執奏曰︰「大凡已合當之……」|命翰林學士崔羣與澧王作讓表,Person
P000137,庄恪太子,莊恪太子,皇太子,,開成三年十月，莊恪太子薨,Person
P000138,重潤,懿德太子|故太孫|李重润|皇太孙|皇太孫|皇孫重照|邵王重润|邵王重潤|重照,宗室|皇太子之子|皇太子（追赠）|皇太孙|皇太孫|皇子|皇孙|皇孫|皇族|被废皇太孙|邵王,庶人|皇太孙|皇太孫|邵王,廢皇太孫重照為庶人|懿德太子生於東宮內殿|戊寅，追贈故邵王重潤為懿德太子|邵王重潤與其妹永泰郡主、主婿魏王武延基竊議其事。|追贈皇太子，諡曰懿德,Person
P000139,業,惠宣太子|薛王業,亲王|受封者|宗室|平定参与者|皇子|薛王,司徒|同州刺史|太子太保|太子少保|幽州刺史|秘書監|薛王|虢州刺史,岐王範、薛王業各加實封七百戶|告...薛王業|太子少保兼虢州刺史、薛王業為太子太保|司徒、薛王業薨，追謚為惠宣太子|惠宣太子業。{{*|睿宗第五子。}},Person
P000140,琬,榮王|許王素節之子琬|靖恭太子,王|皇子,,己巳，殺許王素節之子瑛、琪、琬、瓚、瑒、瑗、琛、唐臣。|靖恭太子琬。{{*|玄宗第六子。}}|其榮王琬已下並開府置官屬,Person
P000141,恭懿太子,佋,皇子,,恭懿太子佋。{{*|蕭宗第十二子。}},Person
P000142,邈,昭靖太子,皇子,,昭靖太子邈。{{*|代宗第三子。}},Person
P000143,謜,文敬太子,皇子,,文敬太子謜。{{*|德宗之子。本順宗子，上愛念之，養爲子。}},Person
P000144,湊,懷懿太子,皇子,,懷懿太子湊。{{*|穆宗第六子。}},Person
P000145,漢,靖懷太子,皇子,,靖懷太子漢。{{*|宣宗第二子，會昌六年封王，大中六年薨，追諡靖懷。}},Person
P000146,蕭宗,,,,蕭宗第十二子,Person
P000147,永泰郡主,,皇族|郡主,,邵王重潤與其妹永泰郡主、主婿魏王武延基竊議其事。|其妹永泰郡主|九月壬申，殺邵王重潤及永泰郡主、主壻武延基。,Person
P000148,武延基,魏王武延基,魏王,,魏王武延基|主婿魏王武延基|九月壬申，殺邵王重潤及永泰郡主、主壻武延基。|延基，承嗣之子也。,Person
P000149,张易之兄弟,张易之昆弟,,,以誅張易之昆弟功|竊議張易之兄弟何得恣入宮中,Person
P000150,裴粹,,,國子監丞,國子監丞裴粹,Person
P000151,萬迴,僧万回,僧,,僧萬迴|萬迴曰,Person
P000152,阎朝隐,,,,與閻朝隱、劉廷琦、張諤、鄭繇篇題唱和,Person
P000153,刘廷琦,,,万年尉,萬年尉劉廷琦|與閻朝隱、劉廷琦、張諤、鄭繇篇題唱和,Person
P000154,张谔,張諤,,太祝,與閻朝隱、劉廷琦、張諤、鄭繇篇題唱和|太祝張諤,Person
P000155,郑繇,,,,與閻朝隱、劉廷琦、張諤、鄭繇篇題唱和,Person
P000156,裴虛己,裴虚己,,駙马都尉,駙馬都尉裴虛己坐與範遊讌,Person
P000157,蕭瑀,,师傅,中書令|太子太傅,太子太傅蕭瑀曰|出降中書令蕭瑀子銳,Person
P000158,裴敬尋,,,吏部侍郎,吏部侍郎裴敬尋,Person
P000159,王方慶,,臣,吏部郎中|幷州長史|郎中|鸞臺侍郎|鸾台侍郎同平章事|麟台监,吏部郎中王方慶曰：「按周禮，有嫡子無嫡孫...」|庚申，幷州長史王方慶為鸞臺侍郎，殿中監李道廣：同鳳閣鸞臺平章事。|甲午，鸞台侍郎、同平章事王方慶罷為麟台監|王方慶、王及善亦勸之|郎中王方慶,Person
P000160,皇孙,憲宗皇帝,皇孙,,對曰︰「第二天子也。」|憲宗皇帝六七歲時,Person
P000161,安樂公主,勃逆庶人|安乐公主,公主|皇室成员|韦后党羽,,安樂公主與駙馬左衛將軍武崇訓常陵侮太子|安樂公主二千戶...|太平、長安、安樂、宜城、新都、定安、金城公主並開府，置官屬|追廢皇后韋氏為庶人，安樂公主為勃逆庶人|安樂公主方照鏡畫眉，軍士斬之。,Person
P000162,長寧公主,长宁公主,公主,,長寧二千五百戶...|長寧一千五百戶...|長寧、安樂諸公主多縱僮奴掠百姓子女爲奴婢|幸韋安石、長寧公主第,Person
P000163,靈夔,魯王|魯王靈夔|鲁王灵夔,唐朝宗室|宗室|被杀者|親王|魯王,刑州刺史|太子太師|絳州刺史|魯王,與其弟靈夔相友愛|絳州刺史、魯王靈夔為太子太師|則天稱制，貞與韓王元嘉、魯王靈夔、霍王元軌等，密有匡復之志|韓王元嘉、魯王靈夔...坐與貞通謀，元嘉、靈夔自殺|殺魯王靈夔,Person
P000164,譔,黃公譔|黃國公譔|黄公譔,宗室|宗室子|被杀者|黃國公,通州刺史,元嘉子通州刺史黃公譔|元嘉子黃國公譔...譔等伏誅|殺黃國公譔|元嘉子黃公譔，少以文才稱,Person
P000165,霍王元軌,元軌|吳王|蜀王|霍王元轨,唐朝宗室|宗室|王|被杀者|親王|霍王,司徒|定州刺史|徐州刺史|絳州刺史|青州刺史,霍王元軌及子江都王緒...元軌配流黔州|刺史霍王元軌擊卻之|殺霍王元軌|爲定州刺史，有突厥來寇|後改封霍王，爲絳州刺史，遷徐州,Person
P000166,處士劉玄平,劉玄平,隱士,,在徐州，唯與處士劉玄平爲布衣之交,Person
P000167,道王元慶,元慶,唐朝宗室|王|親王,崑陵都護|左玉鈐衛將軍|左豹韜衛翊府中郎將|徐州市刺史|沁州刺史|滑州刺史|衞州刺史|豫州刺史|趙州刺史,道王元慶，歷趙、豫、滑、徐、沁、衞州刺史，皆以政聞|夏四月，誅蔣王惲、道王元慶、徐王元禮、曹王明等諸子孫，徙其家屬於巂州。|太后乃擢興昔亡之子左豹韜衛翊府中郎將元慶為左玉鈐衛將軍，兼崑陵都護，襲興昔亡可汗押出咄陸部落。,Person
P000168,鄧王元裕,元裕,唐朝宗室|親王,,鄧王元裕好學，善談名理，與典籤盧照鄰爲布衣之交,Person
P000169,舒王元名,元名|舒王,唐朝宗室|舒王|親王,司徒|司空|石州刺史|鄭州刺史|青州刺史,七月辛巳，流舒王元名于和州。|遷其父舒王元名於和州|垂拱中，轉青州，又拜鄭州|封王之後，歷數郡刺史|舒王元名為司徒,Person
P000170,江王元祥,元祥,唐朝宗室|王|親王,,丙申，江王元祥薨。|江王元祥，貪鄙多聚金寶，營求無厭，爲民吏所患,Person
P000171,元嬰,滕王|滕王元嬰,唐朝宗室|宗室|親王,滕王|豫州刺史|金州刺史|開府儀同三司,滕王元嬰薨|四月丁巳，滕王元嬰薨。|豫州刺史、滕王元嬰為開府儀同三司|滕王元嬰爲金州刺史，頗驕縱，動作無度,Person
P000172,元恪,吳王恪,唐朝宗室|親王,安州都督,永徽中，會房遺愛謀反，遂因事誅恪|吳王恪，授安州都督,Person
P000173,東萊郡王,泰|魏王泰,唐朝宗室|親王,,魏王泰以罪降爵爲東萊郡王|太宗以魏王泰愛文學，特令就府別置文學館,Person
P000174,愔,涪陵郡王愔|蜀王愔,唐朝宗室|涪陵郡王|親王,益州都督|虢州刺史|襄州刺史|黃州刺史,蜀王愔，累授襄州刺史，改封蜀王，轉益州都督|二月戊戌，涪陵郡王愔薨。|貶愔爲黃州刺史,Person
P000175,蔣王惲,惲,唐朝宗室|王|蔣王|親王,安州都督|梁州刺史,十二月，蔣王惲薨。|惲在安州，多造器用玩具|夏四月，誅蔣王惲、道王元慶、徐王元禮、曹王明等諸子孫，徙其家屬於巂州。|蔣王惲，自安州都督除梁州,Person
P000176,沖,琅邪王冲|琅邪王沖|琅邪郡王沖|瑯邪王沖|貞長子沖,举兵者|唐朝宗室|宗室|瑯邪王|親王,博州刺史|密州刺史|濟州刺史,諸王子之中，與琅邪王沖爲一時之秀|削越王貞及琅邪郡王沖屬籍|斬貞及沖等|庚戌，沖父豫州刺史、越王貞又舉兵於豫州，與沖相應|沖死之,Person
P000177,紀王愼,愼,唐朝宗室|親王,襄州刺史,紀王愼爲襄州刺史，以善政聞,Person
P000178,永王璘,璘,唐朝宗室|親王,山南東路採訪使|嶺南道採訪使|江陵郡大都督,詔璘爲山南東路及嶺南等道采訪使、江陵郡大都督|璘至江陵，召募將土數萬人,Person
P000179,瑁,壽王瑁,唐朝宗室|親王,,壽王瑁，母武惠妃，頻產夏王、懷王及上僊公主，皆襁褓不育,Person
P000180,恆王瑱,瑱,唐朝宗室|親王,,恆王瑱，性好道，常服道衣,Person
P000181,越王係,係|儋,唐朝宗室|親王,天下兵馬元帥,越王係，本名儋。乾元二年七月，爲天下兵馬元帥,Person
P000182,肅王詳,詳,唐朝宗室|親王,,肅王詳，德宗第五子。建中三年薨,Person
P000183,道士元貞,元貞,宗室後裔|道士,,至開成四年六月，其裔孫女道士元貞，護先代數喪歸葬,Person
P000184,長沙,,公主,,長沙，{{*|降馮少師。}},Person
P000185,馮少師,,駙馬,,降馮少師,Person
P000186,襄陽,,公主,,襄陽，{{*|降竇誕。}},Person
P000187,竇誕,,駙馬,,降竇誕,Person
P000188,平陽,,公主,,平陽，{{*|降柴紹。}},Person
P000189,駙馬,柴紹,駙馬,,降柴紹|与其駙馬柴紹各置幕府,Person
P000190,回紇可汗,,可汗,,降回紇可汗,Person
P000191,薛伯陽,,駙馬,,降薛伯陽|降薛伯陽，後降溫義,Person
P000192,琛王,,王,,本琛王女,Person
P000193,昭,平陽公主|鄅國公昭,公主|鄅國公,,高祖第三女平陽公主|營中號爲「娘子軍」|追諡曰昭|辛未，殺南安郡王潁、鄅國公昭及諸宗室李直、李敞、李然、李勳、李策、李越、李黯、李玄、李英、李志業、李知言、李玄貞。,Person
P000194,襄城公主,,公主,,太宗長女襄城公主，出降中書令蕭瑀子銳,Person
P000195,蕭銳,,駙馬,,出降中書令蕭瑀子銳,Person
P000196,長樂公主,,公主,,貞觀五年，長樂公主出降,Person
P000197,王珪,,,侍中,侍中王珪子敬直尚南平公主,Person
P000198,王敬直,,駙馬,,侍中王珪子敬直尚南平公主,Person
P000199,南平公主,,公主,,侍中王珪子敬直尚南平公主,Person
P000200,晉陽公主,,公主,,晉王及晉陽公主幼而偏孤,Person
P000201,衡山公主,,公主,,永徽元年正月，衡山公主欲出降長孫氏,Person
P000202,于志寧,,,侍中,侍中于志寧上疏曰,Person
P000203,城陽公主,,公主,,咸亨二年五月十六日，城陽公主薨,Person
P000204,杜荷,,駙馬,,公主初適杜荷，坐承乾事誅,Person
P000205,薛瓘,,駙馬,房州刺史,瓘後爲房州刺史|公主改適薛瓘,Person
P000206,馬周,,,,馬周諫曰,Person
P000207,袁楚客,,,酸棗縣尉,酸棗縣尉袁楚客奏記于中書令魏元忠,Person
P000208,魏元忠,高要尉魏元忠|齊國公,官员|官員|被鞫者,中丞|中书令|中書令|侍中|兵部尚书|务川尉|卫尉卿|右僕射|右台中丞|同中書門下平章事|同凤阁鸾台三品|同平章事|同鳳閣鸞臺三品|同鳳閣鸞臺平章事|天兵軍大總管|太子右庶子|安北道行軍元帥副|安東道安撫使|安東道安撫大使|尚書右僕射|尚書左僕射|左仆射兼中书令|左台大夫|左肃政御史大夫|左肅政御史中丞|左肅政御史大夫|并州道元帥副|御史中丞|御史大夫|检校侍中|检校并州大都督府長史|檢校兵部尚書|檢校右肅政臺御史中丞|檢校并州長史|洛州长史|洛阳令|涪陵令|特进|特進|监察御史|知兵部事|知政事|端州高要尉|總管|蕭關道大總管|蕭關道行軍大總管|衞尉卿|隴右諸軍大使|隴右諸軍州大總管|靈武道行軍大總管|高要尉|鳳閣侍郎,命左肅政御史大夫魏元忠為總管以備突厥。|丁丑，魏元忠為靈武道行軍大總管，以備突厥。|辛未，魏元忠為中書令|初，左台大夫、同鳳閣鸞臺三品魏元忠爲洛州長史|以魏元忠爲隴右諸軍大使,Person
