timeId:ID,text,normalized,evidence,confidence:float,:LABEL
T000226,開元十五年閏五月十九日,開元十五年閏五月十九日,開元十五年閏五月十九日，出降契丹松漠郡王李鬱于焉。,0.9,TimeAnchor
T000227,開元五年二月,開元五年二月,開元五年二月，出降奚首領李大酺。,0.9,TimeAnchor
T000228,八年,開元八年,至八年，大酺戮死，共立季弟魯蘇爲主，仍以公主爲妻。,0.9,TimeAnchor
T000229,開元五年十二月,開元五年十二月,開元五年十二月，出降突騎施可汗蘇祿。,0.9,TimeAnchor
T000230,天寶三載十二月十四日,天寶三載十二月十四日,天寶三載十二月十四日，出降寧國奉化王。,0.9,TimeAnchor
T000231,天寶四載三月十四日,天寶四載三月十四日,天寶四載三月十四日，封外甥女獨孤氏，降松漠都督懷順王李懷節。,0.9,TimeAnchor
T000233,大歷四年五月二十四日,大歷四年五月二十四日,大歷四年五月二十四日，出降回鶻可汗。,0.9,TimeAnchor
T000234,貞元四年十月,貞元四年十月,貞元四年十月，出降回紇天親可汗。,0.9,TimeAnchor
T000235,其月二十六日,貞元四年十月二十六日,其月二十六日，勅置咸安公主府，準親王例。,0.9,TimeAnchor
T000236,長慶元年二月,長慶元年二月,長慶元年二月，出降回紇崇德可汗。,0.9,TimeAnchor
T000237,景龙四年正月二十七日,景龙四年正月二十七日,景龙四年正月二十七日，幸始平县，送金城公主，以骁卫大将军杨矩为使。,0.9,TimeAnchor
T000238,二月一日,景龙四年二月一日,二月一日，改始平县为金城县，又改地为凤台乡怆别里。,0.9,TimeAnchor
T000239,开元二十一年正月,开元二十一年正月,开元二十一年正月，命工部尚书李暠持节于吐蕃，以国信物一万匹，私觌物二千匹，皆杂以五彩，遣之。,0.9,TimeAnchor
T000240,二十九年,开元二十九年,二十九年，金城公主薨，吐蕃使来告哀。,0.9,TimeAnchor
T000241,贞元二年四月二十九日,贞元二年四月二十九日,贞元二年四月二十九日，太常卿董晋奏：「公主出降蕃国，请加玉册。」制曰：「可。」,0.9,TimeAnchor
T000242,三年九月,贞元三年九月,三年九月，遣回纥使合阙将军归其国。,0.9,TimeAnchor
T000243,四年十月,贞元四年十月,四年十月，回纥公主及使至自蕃，上御延喜门，禁妇人及车舆观者。,0.9,TimeAnchor
T000244,元和三年正月,元和三年正月,元和三年正月，咸安公主薨，废朝三日。,0.9,TimeAnchor
T000245,长庆元年二月,长庆元年二月,长庆元年二月封为公主，册为回纥可敦，出降爱登里逻骨没密施合毗伽保义可汗,0.9,TimeAnchor
T000246,其年三月,长庆元年三月,其年三月，保义可汗卒；,0.9,TimeAnchor
T000247,四月,长庆元年四月,四月，册九姓回纥为崇德可汗；,0.9,TimeAnchor
T000248,五月,长庆元年五月,五月，遣使请迎所许嫁公主。,0.9,TimeAnchor
T000249,会昌元年十一月,会昌元年十一月,会昌元年十一月，敕：「缘回纥国中离乱颇甚，太和公主恐未安宁，须遣文臣专往访问，宜差通使舍人苗绾充使。」,0.9,TimeAnchor
T000250,三年二月,会昌三年二月,三年二月，太常礼院奏：「太和公主到日，百寮于章敬寺门立班...,0.9,TimeAnchor
T000251,其月二十五日,会昌三年二月二十五日,其月二十五日，公主自蕃还京，诏左右神策各出军二百人...,0.9,TimeAnchor
T000252,二十七日,会昌三年二月二十七日,二十七日敕：「安定大长公主自蕃还京，莫不哀悯...,0.9,TimeAnchor
T000253,三月,会昌三年三月,三月，中书门下奏：「伏闻定安大长公主，二月二十五日，以回纥背叛恩德...,0.9,TimeAnchor
T000255,貞觀五年正月癸未,貞觀五年正月癸未,貞觀五年正月癸未，朝集使請封禪。{{*|《舊唐書‧太宗本紀》。}},0.95,TimeAnchor
T000256,貞觀五年正月,貞觀五年正月,貞觀五年正月，朝集使趙郡王孝恭等僉議……詣闕上表請封禪。,0.95,TimeAnchor
T000257,貞觀五年十一月己亥,貞觀五年十一月己亥,十一月己亥，朝集使利州都督武士彠等詣朝堂，又上表請封禪,0.95,TimeAnchor
T000258,貞觀六年,貞觀六年,貞觀六年，平突厥，年穀屢登，羣臣上言請封泰山。,0.95,TimeAnchor
T000260,貞觀十四年十月甲戌,貞觀十四年十月甲戌,貞觀十四年十月甲戌，趙王元景等，表請封禪,0.95,TimeAnchor
T000261,貞觀十五年四月辛卯,貞觀十五年四月辛卯,四月辛卯朔，下詔曰：「……可以來年二月，有事泰山。」,0.95,TimeAnchor
T000262,貞觀十五年六月己酉,貞觀十五年六月己酉,六月己酉，有星孛於太微宮,0.95,TimeAnchor
T000263,貞觀十五年六月丙辰,貞觀十五年六月丙辰,丙辰，停封泰山。{{*|《唐書‧太宗本紀》。}},0.95,TimeAnchor
T000264,麟德二年十月丁卯,麟德二年十月丁卯,麟德二年十月丁卯，帝發東都，赴東岳。,0.95,TimeAnchor
T000265,乾封元年正月戊辰,乾封元年正月戊辰,乾封元年正月戊辰，封于泰山。,0.95,TimeAnchor
T000266,乾封元年正月庚午,乾封元年正月庚午,庚午，禪于社首，以皇后爲亞獻。,0.95,TimeAnchor
T000267,乾封元年正月壬申,乾封元年正月壬申,壬申，大赦，改元。{{*|《唐書‧高宗本紀》。}},0.95,TimeAnchor
T000268,玄宗開元十二年閏十二月辛酉,724年闰十二月辛酉日,玄宗開元十二年閏十二月辛酉，文武百官吏部尚書裴漼等上請封東岳,0.95,TimeAnchor
T000269,甲子,724年闰十二月甲子日,甲子，侍中臣乾曜、中書令臣說等奏,0.95,TimeAnchor
T000270,丁卯,724年闰十二月丁卯日,丁卯，下詔曰：「自古受命而王者，曷嘗不封泰山，禪梁父……可以開元十三年十一月十日，式遵故實，有事泰山。」,0.95,TimeAnchor
T000271,開元十三年十一月十日,725年11月10日,可以開元十三年十一月十日，式遵故實，有事泰山。,0.95,TimeAnchor
T000272,十二年十一月丙戌,725年11月丙戌日（原文作“十二年”，结合上下文指十三年）,十二年十一月丙戌，至泰山，去山趾五里，西去社首山三里。,0.9,TimeAnchor
T000273,開元十三年四月乙丑,725年4月乙丑日,開元十三年四月乙丑，撫州三脊茅生，有上封事者言曰,0.95,TimeAnchor
T000275,武德四年十一月甲申,武德四年十一月甲申,武德四年十一月甲申。有事于南郊。,0.95,TimeAnchor
T000276,貞觀二年十一月辛酉,貞觀二年十一月辛酉,貞觀二年十一月辛酉。有事于南郊。,0.95,TimeAnchor
T000277,五年十一月丙子,貞觀五年十一月丙子,五年十一月丙子。有事于南郊。,0.9,TimeAnchor
T000278,貞觀十四年冬十一月甲子朔,貞觀十四年十一月甲子,貞觀十四年冬十一月甲子朔。日南至。有事于圜丘。,0.95,TimeAnchor
T000279,十七年己卯,貞觀十七年十一月己卯,十七年己卯。有事于南郊。,0.9,TimeAnchor
T000280,永徽二年冬十一月辛酉,永徽二年十一月辛酉,永徽二年冬十一月辛酉。有事于南郊。,0.95,TimeAnchor
T000281,總章元年十二月丁卯,總章元年十二月丁卯,總章元年十二月丁卯。有事于南郊。,0.95,TimeAnchor
T000282,景龍三年十一月乙丑,景龍三年十一月乙丑,景龍三年十一月乙丑。親祀南郊。,0.95,TimeAnchor
T000283,景雲元年十一月十三日乙丑冬至,景雲元年十一月十三日乙丑,景雲元年十一月十三日乙丑冬至。祀圜丘。,0.95,TimeAnchor
T000284,先天元年正月辛巳,先天元年正月辛巳,先天元年正月辛巳。有事於南郊。,0.95,TimeAnchor
T000285,開元十一年十一月戊寅,開元十一年十一月戊寅,開元十一年十一月戊寅。有事于南郊。,0.95,TimeAnchor
T000286,垂拱元年,垂拱元年,則天垂拱元年。詔有司議。卒用元萬頃范履冰之說。,0.9,TimeAnchor
T000287,證聖元年九月,證聖元年九月,證聖元年九月。親祀南郊。加尊號。改元天冊萬歲。,0.95,TimeAnchor
T000288,長安二年十一月戊子,長安二年十一月戊子,長安二年十一月戊子。親享南郊。大赦天下。,0.95,TimeAnchor
T000289,開元年中,开元年间,開元年中。唐子元徐堅同議南郊先燔後祭。,0.9,TimeAnchor
T000290,天寶元年二月丁亥,天宝元年二月丁亥,天寶元年二月丁亥。加上尊號。帝親享元元皇帝于新廟。,0.9,TimeAnchor
T000291,天寶元年二月丙申,天宝元年二月丙申,丙申。合祭天地於南郊。,0.9,TimeAnchor
T000292,天寶元年二月丙戌,天宝元年二月丙戌,天寶元年二月丙戌。詔曰。凡所祭享。必在躬親。,0.9,TimeAnchor
T000293,天寶五載,天宝五载,天寶五載詔曰。皇王之典。聿修於百代。,0.9,TimeAnchor
T000294,廣德二年二月乙亥,广德二年二月乙亥,廣德二年二月乙亥。有事於南郊。,0.9,TimeAnchor
T000295,貞元元年十一月癸卯,贞元元年十一月癸卯,貞元元年十一月癸卯。上親祀昊天上帝于圜丘。,0.9,TimeAnchor
T000296,龍紀元年十一月己酉,龙纪元年十一月己酉,己酉。有事于南郊。大赦。,0.9,TimeAnchor
T000297,天祐二年十一月庚午,天祐二年十一月庚午,十一月庚午。三卜郊。,0.9,TimeAnchor
T000298,高宗顯慶二年,唐高宗显庆二年,高宗顯慶二年。詔南郊祈穀。祭昊天上帝。罷感帝祠。文獻通考。,0.9,TimeAnchor
T000299,乾封元年,唐高宗乾封元年,乾封元年。詔祈穀復祀感帝。唐書禮樂志。,0.9,TimeAnchor
T000300,開元二十年,唐玄宗开元二十年,開元二十年。改撰新禮。祀天一歲有四。正月上辛祈穀。祀昊天上帝于圜丘。以高祖配。五方帝從祀。舊唐書禮儀志。,0.9,TimeAnchor
T000301,天寶六載正月戊子,唐玄宗天宝六载正月戊子（747年2月15日）,天寶六載正月戊子。親祀圜丘。禮畢。大赦天下。舊唐書元宗本紀。,0.9,TimeAnchor
T000302,元和二年正月辛卯,唐宪宗元和二年正月辛卯（807年2月17日）,元和二年正月辛卯。有事于南郊。大赦。唐書憲宗本紀。,0.9,TimeAnchor
T000303,長慶元年正月辛丑,唐穆宗长庆元年正月辛丑（821年2月10日）,長慶元年正月辛丑。有事于南郊。大赦改元。唐書穆宗本紀。,0.9,TimeAnchor
T000304,開元二十六年正月丁丑,唐玄宗开元二十六年正月丁丑（738年2月18日）,開元二十六年正月丁丑。迎氣于東郊。唐書元宗本紀。,0.9,TimeAnchor
T000305,貞觀三年正月癸亥,唐太宗贞观三年正月癸亥（629年2月17日）,貞觀三年正月癸亥。親耕藉田。舊唐書太宗本紀。,0.9,TimeAnchor
T000306,開元二十三年正月十八日,唐玄宗开元二十三年正月十八日（735年2月24日）,開元二十三年正月十八日。親祀先農。禮畢。降至耕位。...於是九推而止。公卿以下終其田畝。制曰。...可大赦天下。冊府元龜。,0.9,TimeAnchor
T000307,貞觀元年三月癸巳,唐太宗贞观元年三月癸巳（627年4月13日）,貞觀元年三月癸巳。皇后親蠶。唐書太宗本紀。,0.9,TimeAnchor
T000308,大業中,隋大业年间（约605–618年）,大業中，歷岐州刺史、滎陽樓煩二郡太守，召為殿內少監、衞尉少卿。,0.9,TimeAnchor
T000309,十一年,隋大业十一年（615年）,十一年，拜山西河東慰撫大使，擊龍門賊母端兒,0.9,TimeAnchor
T000310,十三年,隋大业十三年（617年）,十三年，拜太原留守，擊高陽歷山飛賊甄翟兒于西河，破之。,0.9,TimeAnchor
T000311,五月甲子,隋大业十三年五月初（617年）,五月甲子，高祖及威、君雅視事，開陽府司馬劉政會告威、君雅反，即坐上執之。,0.9,TimeAnchor
T000312,武德元年五月甲子,唐武德元年五月初（618年6月18日）,武德元年五月甲子，即皇帝位于太極殿。,0.9,TimeAnchor
T000313,九年五月,唐贞观九年五月初（635年）,九年五月，崩于垂拱前殿，年七十一。,0.9,TimeAnchor
T000314,大業中,隋大业年间（约615年）,大業中，突厥圍煬帝鴈門,0.9,TimeAnchor
T000315,義寧元年,唐义宁元年（617年）,義寧元年，為光祿大夫、唐國內史，徙封秦國公，食邑萬戶,0.9,TimeAnchor
T000316,武德元年,唐武德元年（618年）,武德元年，為尚書令、右翊衞大將軍，進封秦王,0.9,TimeAnchor
T000317,九年六月,唐武德九年六月（626年）,九年六月，太宗以兵入玄武門，殺太子建成及齊王元吉,0.9,TimeAnchor
T000318,八月甲子,唐武德九年八月甲子日（626年）,八月甲子，即皇帝位于東宮顯德殿,0.9,TimeAnchor
T000319,貞觀元年正月乙酉,唐贞观元年正月乙酉日（627年）,貞觀元年正月乙酉，改元,0.9,TimeAnchor
T000320,貞觀四年,唐贞观四年（630年）,四年正月丁卯朔，日有食之,0.9,TimeAnchor
T000321,貞觀九年,唐贞观九年（635年）,九年正月，党項羌叛,0.9,TimeAnchor
T000322,貞觀十三年,唐贞观十三年（639年）,十三年正月乙巳，拜獻陵,0.9,TimeAnchor
T000323,貞觀二十三年五月己巳,唐贞观二十三年五月己巳日（649年）,己巳，皇帝崩于含風殿，年五十三,0.9,TimeAnchor
T000324,貞觀七年,貞觀七年,貞觀七年，遙領幷州都督。,0.95,TimeAnchor
T000325,貞觀十七年,貞觀十七年,十七年，太子承乾廢，而魏王泰次當立，亦以罪黜，乃立子治為皇太子。,0.95,TimeAnchor
T000326,貞觀二十三年四月,貞觀二十三年四月,四月，從幸翠微宮。太宗崩，以羽檄發六府甲士四千，衞皇太子入于京師。,0.95,TimeAnchor
T000327,貞觀二十三年六月甲戌,貞觀二十三年六月甲戌,六月甲戌，即皇帝位于柩前。,0.95,TimeAnchor
T000328,永徽元年正月辛丑,永徽元年正月辛丑,永徽元年正月辛丑，改元。丙午，立妃王氏為皇后。,0.95,TimeAnchor
T000329,永徽六年十月乙卯,永徽六年十月乙卯,十月...乙卯，立宸妃武氏為皇后。,0.95,TimeAnchor
T000330,顯慶二年十二月丁巳,顯慶二年十二月丁巳,十二月乙卯，如洛陽宮。丁巳，蘇定方敗賀魯于金牙山，執之。,0.95,TimeAnchor
T000332,弘道元年十二月丁巳,弘道元年十二月丁巳,十二月丁巳，改元，大赦。是夕，皇帝崩于貞觀殿，年五十六。,0.95,TimeAnchor
T000334,后年十四,武氏十四岁时,后年十四,0.9,TimeAnchor
T000335,太宗崩,唐太宗去世时,太宗崩,0.9,TimeAnchor
T000336,永徽六年,永徽六年,永徽六年,0.9,TimeAnchor
T000337,显庆后,显庆年间之后,高宗自顯慶後,0.9,TimeAnchor
T000338,上元元年,上元元年,上元元年,0.9,TimeAnchor
T000339,弘道元年,弘道元年,【小节标题】弘道元年,0.9,TimeAnchor
T000340,弘道元年十二月,弘道元年十二月,弘道元年十二月，高宗崩，遺詔皇太子即皇帝位，軍國大務不決者，兼取天后進止。,0.9,TimeAnchor
T000341,甲子,弘道元年十二月甲子,甲子，皇太子即皇帝位，尊后為皇太后，臨朝稱制。大赦，賜九品以下勳官一級。,0.9,TimeAnchor
T000342,庚午,弘道元年十二月庚午,庚午，韓王元嘉為太尉，霍王元軌為司徒，舒王元名為司空。,0.9,TimeAnchor
T000343,甲戌,弘道元年十二月甲戌,甲戌，劉仁軌為尚書左僕射，裴炎為中書令，劉齊賢為侍中：同中書門下三品。,0.9,TimeAnchor
