eventId:ID,name,event_type,time,place,participants:string[],description,outcomes:string[],evidence:string[],confidence:float,:LABEL
E000090,武德九年出宮人詔,诏令/宫人释放,武德九年八月十八日,,,下诏以宫人数量过多、悯其幽闭为由，下令减省宫人，令其嫁娶。,中宮前後所出計三千餘人,武德九年八月十八日詔︰「王者內職...一時減省，各從娶聘。」自是中宮前後所出，計三千餘人。,0.9,Event
E000091,貞觀二年李百藥上封事,谏言,貞觀二年春三月,,李百藥,李百藥上封事指出宫人数量仍多，幽闭之冤恐伤和气，建议进一步释放。,,貞觀二年春三月，中書舍人李百藥上封事曰：「自陛下受命已來...亦或由茲。」,0.9,Event
E000092,貞觀二年七月出宮人,宫人释放,貞觀二年七月三日,掖庭宮西門,戴冑|杜正倫,皇帝下令释放宫人，命戴冑、杜正倫于掖庭宫西门简选放出。,宫人被简选出宫,至七月三日，上謂侍臣曰：「婦人幽閉深宮...」於是命尚書左丞戴冑、給事中杜正倫等，於掖庭宮西門簡出之。,0.9,Event
E000093,開元二年出宮人詔,诏令/宫人释放,開元二年八月十日,,,下诏澄清非为声色选人，因太平公主旧事，下令妃嫔以下宫人归家。,妃嬪以下宮人被放出,開元二年八月十日詔曰：「古者三夫人...宜令所司將車牛，今月十二日赴崇明門待進止。」,0.9,Event
E000094,大曆十四年出宮人,宫人释放,大曆十四年五月,,,释放宫人百余。,出宮人百餘人,大曆十四年五月，出宮人百餘人。,0.9,Event
E000095,貞元二十一年三月第一次出宮人,宫人释放,貞元二十一年三月,,,释放后宫人三百人。,出後宮人三百人,貞元二十一年三月，出後宮人三百人。,0.9,Event
E000096,貞元二十一年三月第二次出宮人,宫人释放,貞元二十一年三月,九僊門,,释放后宫及教坊女妓六百人，允许亲戚于九仙门迎接。,出後宮及敎坊女妓六百人|百姓莫不叫呼大喜,其月，又出後宮及敎坊女妓六百人，聽其親戚迎於九僊門。百姓莫不叫呼大喜。,0.9,Event
E000097,元和八年出宮人,宫人释放,元和八年六月,,,释放宫人二百车，任其嫁配。,出宮人二百車,元和八年六月，出宮人二百車，任其嫁配。,0.9,Event
E000098,元和十年出宮人,宫人释放,元和十年十二月,,,释放宫人七十二人。,出宮人七十二人,十年十二月，出宮人七十二人。,0.9,Event
E000099,長慶四年二月敕令（一）,敕令/宫人释放,長慶四年二月,,,敕令释放掖庭宫人、逆人家口及配内园者，任其所适。,掖庭宮人、逆人家口、配內園者被放出,長慶四年二月，勅先在掖庭宮人及逆人家口幷配內園者，並放出外，任其所適。,0.9,Event
E000100,長慶四年二月敕令（二）,敕令/宫人释放,長慶四年二月,,,敕令选择释放宫中老年、残疾不任使役及有父母者。,老年、殘疾、有父母宮人被選擇放出,其月敕文：「宮中老年及殘疾不任使役，幷有父母者，並委所司，選擇放出。」,0.9,Event
E000101,寶曆二年出宮人,敕令/宫人释放,寶曆二年十二月,,,敕令释放宫女三千人，愿嫁或归亲者从便，不须寻问。,放宮女三千人,寶曆二年十二月勅︰「在內宮女，放三千人，願嫁及歸近親，並從所便，不須尋問。」,0.9,Event
E000102,開成三年出宮人,宫人释放,開成三年二月,兩街寺觀,文宗|劉好奴,文宗因旱灾释放宫人刘好奴等五百余人，送至两街寺观，任归亲戚。,出宮人五百餘人,開成三年二月，文宗以旱出宮人劉好奴等五百餘人，送兩街寺觀，任歸親戚。,0.9,Event
E000103,開成三年紫宸殿對話,朝议,開成三年二月,紫宸,文宗|李珏|鄭覃,宰相李珏、郑覃于紫宸殿称颂文宗放宫人之德，并引晋武帝事为鉴。,,翌日，因紫宸對，宰相李珏曰︰「陛下放宮女數多...」宰相鄭覃曰︰「昔晉武以採擇之失，中原化爲左袵，千古可爲殷鑒矣。」,0.9,Event
E000104,穆裕司法事件与太子谏言,司法与谏言,贞观十六年六月,朝堂,中宗|穆裕|承乾|長孫無忌,苑西守监穆裕因农囿不修触怒太宗，命斩于朝堂；太子承乾谏请付法司，太宗改笞释之；长孙无忌赞太子谏言，太宗追述魏征、刘洎纳谏传统及太子受教经历。,穆裕被笞而释|太宗反思纳谏传统,貞觀十六年六月，苑西守監穆裕，農囿不脩，太宗怒甚，命于朝堂斬之。侍臣戰慄，莫敢進言。太子承乾諫曰︰「人者有生最靈，一死不可復活。命卽斬之，理恐未盡，請付法司推鞫。」太宗意解，卽笞而釋之。長孫無忌進曰︰「陛下發天威之怒，太子犯顏進諫，斯誠四海之福。」太宗曰︰「自朕御天下，虛心正人，卽有魏征朝夕納諫；自征云亡，劉洎繼之。太子幼在朕前，每見規諫者，常心悅之，染以成性，故有今日之諫耳。」,0.9,Event
E000105,贞观十七年太子统兵诏,诏令,十七年闰六月,,中宗|中宗,下诏命皇太子兼统禁旅，知左右屯营兵马事，大将以下受其处分。,确立皇太子兵权管辖范围,十七年閏六月，詔曰︰「皇太子地惟儲副，寄深監撫，兼統禁旅，是允舊章，宜知左右屯營兵馬事，大將已下，並受處分。」,0.9,Event
E000106,贞观十九年太子书疏礼式诏,礼仪制度,十九年,,高士廉|刘洎|中宗|中宗,高士廉、刘洎等奏请详定皇太子与百官书疏礼式；太宗下诏规范：处分论事之书皇太子画令，左右庶子以下署名，余类书疏不在此限。,确立皇太子文书礼仪规范,十九年，高士廉、劉洎等表稱皇太子與百官書疏，先無禮式，請詳定其儀。詔曰︰「皇太子地在震方，禮絕羣后……凡處分論事之書，皇太子並宜畫令，左右庶子以下署名，宣奉行書按畫日。其餘與諸親及師傅等書，不在此限。」,0.9,Event
E000107,贞观二十年褚遂良谏太子居寝殿侧,谏言,二十年,寝殿侧院,中宗|褚遂良|中宗,太宗置院于寝殿侧令太子居，不遣东宫；褚遂良引周礼、汉制上疏谏请常遣太子还东宫修学；太宗采纳。,太宗从谏，调整太子居所安排,二十年，太宗于寢殿側置一院，令太子居之，絕不遣往東宮。門下侍郎兼太子賓客褚遂良上疏諫曰︰「臣聞周家問安……伏願遠覽殷、周，近遵漢、魏，常許旬日半月遣還宮……」太宗從之。,0.9,Event
E000108,长安三年崔神庆上表太子召见礼仪,奏议,长安三年,,崔神庆|中宗,太子詹事崔神庆上表，以突厥使见太子仅凭文符为例，奏请召太子须降墨敕及玉契以示慎重。,提出太子召见防伪礼仪建议,長安三年，太子詹事崔神慶上表曰︰「臣伏思五品以上所以帶龜者……況太子元良國本……伏望降墨勑及玉契，以符重愼之道。」,0.9,Event
E000109,乾元元年代宗改封与夺宗之议,册封与政治事件,乾元元年四月,,中宗|张皇后|中宗|李揆,代宗由楚王改封成王；张皇后有子谋夺储位；肃宗询李揆立嗣意见，李揆赞成立成王，肃宗决断。,代宗改封成王|肃宗确立成王为嗣君,乾元元年四月，代宗自楚王改封成王。張皇后有子數歲，陰有奪宗之議。宰臣李揆因對見，肅宗從容謂曰：「成王嫡長有功，今當命嗣，卿意如何？」揆拜賀曰︰「陛下言及于此，社稷之福……」肅宗喜曰︰「朕計決矣。」,0.9,Event
E000110,贞元中顺宗谏言与德宗泛舟事件,政治事件与谏言,贞元中,鱼藻宫,裴延齡|韋渠牟|陆贽|陽城|中宗|中宗|中宗,裴延龄、韦渠牟以奸佞用事，陆贽等受谴，阳城伏阙谏；顺宗在东宫屡谏延龄辈不可用；德宗泛舟鱼藻宫，太子谏奢，德宗不悦；然德宗终未用延龄等而宥阳城。,德宗未相延龄、渠牟|宽宥谏臣|德宗对太子谏奢不悦,貞元中，裴延齡、韋渠牟以姦佞相次選用……順宗在東宮，每進見輒言延齡輩不可用，而諫臣可獎。德宗卒不相渠牟、延齡而宥城等者，東宮之力也。德宗嘗泛舟魚藻宮水嬉……然後退以奢諫，德宗不悅焉。,0.9,Event
E000111,贞元二十一年册广陵王为皇太子,册封,贞元二十一年四月,,广陵王|中宗|王伾|王叔文,册广陵王为皇太子；时顺宗即位久未亲政，内外传王伾、王叔文专权；册礼时雨止天晴现庆云，群臣见太子仪表相庆。,广陵王正式册立为皇太子|内外舆论归心,貞元二十一年四月，册廣陵王爲皇太子。時順宗卽位已久……及將行册禮之時，雨乃止，天景清明，有慶雲見……及覩皇太子儀表，班行悚動，退無不相慶……中外有屬焉。,0.9,Event
E000112,元和五年避讳奏议与六年皇太子薨,礼仪与丧事,元和五年二月至六年闰十二月,,太常礼院|中宗|中宗,太常礼院奏议百官避皇太子名讳规则，诏可；元和六年闰十二月皇太子薨；追述前四年册礼因雨屡改期。,确立东宫名讳回避规则|皇太子薨逝,元和五年二月，太常禮院奏︰「百官避皇太子名諱……詔可。六年閏十二月，皇太子薨。前四年，有司將行册禮……册纔二週歲而薨。」,0.9,Event
E000113,元和十年韦绶侍读事件与储位确立,教育事件与储位决策,元和十年,,韦绶|中宗|中宗|裴茝|崔羣|中宗|澧王,韦绶奏太子学书避‘依’字旁‘人’字，宪宗嘉叹；后因韦绶言论不合经术被罢侍读；惠昭太子薨，裴茝议废朝礼；宪宗欲立澧王，崔群力奏遂王（穆宗）当立，宪宗从之。,韦绶罢职出为刺史|惠昭太子薨|遂王确立为储君,元和十年，皇太子侍讀、諫議大夫韋綬奏……上深嘉歎之。其年五月，韋綬罷侍讀……其年十二月，惠昭太子薨……憲宗以澧王居長……羣執奏曰︰「……今遂王嫡子長，所宜正位青宮。」乃從之。,0.9,Event
E000114,长庆二年紫宸殿册皇太子典礼,册封典礼,长庆二年十二月,紫宸殿,中宗|中宗|杜元穎|群臣,因圣体未康，改御紫宸殿行册礼；详述仪仗、群臣序立、太子自崇明门入、受册、群臣贺谒等全流程。,皇太子正式受册,長慶二年十二月，上御紫宸殿，册皇太子……太子步自崇明門……再拜受册。攝中書令杜元穎跪讀册文訖……羣臣賀皇帝訖，退詣崇明門謁太子……,0.9,Event
E000115,开成三年庄恪太子薨礼仪奏议,丧事,开成三年十月,,庄恪太子|太常礼院,庄恪太子薨，太常礼院奏议：除天地社稷外祠祭权停，天地社稷祭日悬而不乐，虞祭后复常。,确立皇太子薨礼仪规范,開成三年十月，莊恪太子薨。太常禮院奏︰「皇太子薨，禮儀至重。諸祠祭除天地社稷之外，並合權停。其天地社稷祭日，懸而不樂。虞祭已後，卻依常式。」從之。,0.9,Event
E000116,追谥懿德太子,追谥,,,重潤,追谥重潤为懿德太子,获得谥号'懿德太子',【小节标题】追諡太子|懿德太子重潤。{{*|中宗長子，本名重照。}},0.9,Event
E000117,追谥惠莊太子,追谥,,,成義,追谥撝为惠莊太子,获得谥号'惠莊太子',【小节标题】追諡太子|惠莊太子撝。{{*|睿宗第二子。}},0.9,Event
E000118,追谥惠文太子,追谥,,,範,追谥范为惠文太子,获得谥号'惠文太子',【小节标题】追諡太子|惠文太子范。{{*|睿宗第四子。}},0.9,Event
E000119,追谥惠宣太子,追谥,,,業,追谥業为惠宣太子,获得谥号'惠宣太子',【小节标题】追諡太子|惠宣太子業。{{*|睿宗第五子。}},0.9,Event
E000120,追谥靖恭太子,追谥,,,琬,追谥琬为靖恭太子,获得谥号'靖恭太子',【小节标题】追諡太子|靖恭太子琬。{{*|玄宗第六子。}},0.9,Event
E000121,追谥恭懿太子,追谥,,,恭懿太子,追谥佋为恭懿太子,获得谥号'恭懿太子',【小节标题】追諡太子|恭懿太子佋。{{*|蕭宗第十二子。}},0.9,Event
E000122,追谥昭靖太子,追谥,,,邈,追谥邈为昭靖太子,获得谥号'昭靖太子',【小节标题】追諡太子|昭靖太子邈。{{*|代宗第三子。}},0.9,Event
E000123,追谥文敬太子,追谥,,,謜,追谥謜为文敬太子,获得谥号'文敬太子',【小节标题】追諡太子|文敬太子謜。{{*|德宗之子。本順宗子，上愛念之，養爲子。}},0.9,Event
E000124,追谥懷懿太子,追谥,,,湊,追谥湊为懷懿太子,获得谥号'懷懿太子',【小节标题】追諡太子|懷懿太子湊。{{*|穆宗第六子。}},0.9,Event
E000125,追谥悼懷太子,追谥,,,中宗,追谥普为悼懷太子,获得谥号'悼懷太子',【小节标题】追諡太子|悼懷太子普。{{*|敬宗長子。}},0.9,Event
E000126,追谥靖懷太子,追谥,大中六年,,漢,追谥漢为靖懷太子,获得谥号'靖懷太子',靖懷太子漢。{{*|宣宗第二子，會昌六年封王，大中六年薨，追諡靖懷。}},0.9,Event
E000127,漢封王,封爵,會昌六年,,漢,漢受封为王,获封王爵,會昌六年封王,0.9,Event
E000128,漢薨,逝世,大中六年,,漢,漢去世,逝世,大中六年薨,0.9,Event
E000129,懿德太子出生及满月庆典,birth_celebration,永淳元年,東宮內殿,重潤|中宗,懿德太子生于东宫内殿，高宗喜悦；满月时大赦天下，改元永淳,大赦|改元永淳,懿德太子生於東宮內殿，高宗甚悅，及滿月，大赦，改元永淳,0.9,Event
E000130,立皇太孙,appointment,永淳元年,,重潤,立懿德太子为皇太孙，开府设置官属,开府置官属,是歲，立爲皇太孫，開府置官屬,0.9,Event
E000131,中宗迁房州与府邸废除,exile_and_abolishment,,房州,中宗|重潤,中宗被迁至房州，懿德太子的府邸随之废除,懿德太子府废,及中宗遷于房州，其府廢,0.9,Event
E000132,封邵王,enfeoffment,聖曆初年,,重潤|中宗,中宗被立为皇太子时，懿德太子受封邵王,封为邵王,聖曆初，中宗爲皇太子，封爲邵王,0.9,Event
E000133,杖杀事件,execution,大足元年,,重潤|永泰郡主|武延基|张易之兄弟|中宗,懿德太子与永泰郡主、魏王武延基等窃议张易之兄弟随意入宫之事，遭人构陷，武则天命杖杀懿德太子,懿德太子被杖杀，年十八,大足元年，爲人所搆與其妹永泰郡主之夫魏王武延基等竊議張易之兄弟何得恣入宮中，則天命杖殺之，年十八,0.9,Event
E000134,追赠与冥婚合葬,posthumous_honor,中宗即位时,乾陵,重潤|中宗|裴粹亡女,中宗即位后追赠懿德太子为皇太子，谥号懿德，陪葬乾陵，并聘国子监丞裴粹亡女行冥婚合葬,追赠皇太子|谥曰懿德|陪葬乾陵|冥婚合葬,中宗卽位，追贈皇太子，諡曰懿德，陪葬乾陵。仍爲聘國子監丞裴粹亡女爲冥婚，與之合葬,0.9,Event
E000135,惠莊太子示僧,divination,,,成義|中宗|萬迴,惠莊太子初生时，武则天示于僧万回，万回称其为西域大树之精，宜养于兄弟之列,列于兄弟之次,惠莊太子撝，初生，則天嘗以示僧萬迴，萬迴曰︰「此兒是西域大樹之精，養之宜兄弟。」則天甚悅，始令列于兄弟之次,0.9,Event
E000136,惠文太子交游唱和,cultural_activity,,,範|阎朝隐|刘廷琦|张谔|郑繇,惠文太子好学《尚书》，礼待文士，与阎朝隐等人诗文唱和，广聚书画古迹,为时所称,惠文太子範，好學《尚書》，雅愛文章之士，無貴賤，皆盡禮接待，與閻朝隱、劉廷琦、張諤、鄭繇篇題唱和，又多聚書畫古跡，爲時所稱,0.9,Event
E000137,禁约交结与惩处,punishment,,,中宗|範|裴虛己|刘廷琦|张谔,皇帝禁约王公不得与外人交结；裴虚己因与惠文太子游宴并私藏谶纬之书被流放，刘廷琦、张谔被罢黜,裴虚己配徙岭外|刘廷琦坐黜|张谔坐黜,上禁約王公，不令與外人交結。駙馬都尉裴虛己坐與範遊讌，兼私挾讖緯之書，配徙嶺外，萬年尉劉廷琦、太祝張諤皆坐黜,0.9,Event
